Year,Month,Latitude,Longitude,amount
2024,1,47.597222,-122.319722,12.65
2024,1,47.597222,-122.319722,13.640000000000002
2024,1,47.597222,-122.319722,16.28
2024,1,47.597222,-122.319722,17.930000000000003
2024,1,47.597222,-122.319722,17.05
2024,1,47.597222,-122.319722,13.42
2024,1,47.597222,-122.319722,13.750000000000002
2024,1,47.597222,-122.319722,11.440000000000001
2024,1,47.597222,-122.319722,12.100000000000001
2024,1,47.597222,-122.319722,14.080000000000002
2024,1,47.597222,-122.319722,23.650000000000002
2024,1,47.597222,-122.319722,21.450000000000003
2024,1,47.597222,-122.319722,24.42
2024,1,47.597222,-122.319722,24.970000000000002
2024,1,47.597222,-122.319722,19.03
2024,1,47.597222,-122.319722,17.82
2024,1,47.597222,-122.319722,18.810000000000002
2024,1,47.597222,-122.319722,18.59
2024,1,47.597222,-122.319722,18.37
2024,1,47.597222,-122.319722,16.72
2024,1,47.597222,-122.319722,16.17
2024,1,47.597222,-122.319722,14.96
2024,1,47.597222,-122.319722,14.3
2024,1,47.597222,-122.319722,16.060000000000002
2024,1,47.597222,-122.319722,14.850000000000001
2024,1,47.597222,-122.319722,28.270000000000003
2024,1,47.597222,-122.319722,22.880000000000003
2024,1,47.597222,-122.319722,33.550000000000004
2024,1,47.597222,-122.319722,32.230000000000004
2024,1,47.597222,-122.319722,27.830000000000002
2024,1,47.597222,-122.319722,29.480000000000004
2024,1,47.597222,-122.319722,28.380000000000003
2024,1,47.597222,-122.319722,25.52
2024,1,47.597222,-122.319722,22.77
2024,1,47.597222,-122.319722,21.12
2024,1,47.597222,-122.319722,27.17
2024,1,47.597222,-122.319722,26.62
2024,1,47.597222,-122.319722,26.180000000000003
2024,1,47.597222,-122.319722,27.39
2024,1,47.597222,-122.319722,28.6
2024,1,47.597222,-122.319722,29.04
2024,1,47.597222,-122.319722,24.200000000000003
2024,1,47.597222,-122.319722,18.150000000000002
2024,1,47.597222,-122.319722,12.870000000000001
2024,1,47.597222,-122.319722,19.69
2024,1,47.597222,-122.319722,11.880000000000003
2024,1,47.597222,-122.319722,19.470000000000002
2024,1,47.597222,-122.319722,18.480000000000004
2024,1,47.597222,-122.319722,17.930000000000003
2024,1,47.597222,-122.319722,16.830000000000002
2024,1,47.597222,-122.319722,14.850000000000001
2024,1,47.597222,-122.319722,14.080000000000002
2024,1,47.597222,-122.319722,10.230000000000002
2024,1,47.597222,-122.319722,9.790000000000001
2024,1,47.597222,-122.319722,10.780000000000001
2024,1,47.597222,-122.319722,11.110000000000001
2024,1,47.597222,-122.319722,10.56
2024,1,47.597222,-122.319722,8.14
2024,1,47.597222,-122.319722,12.430000000000001
2024,1,47.597222,-122.319722,12.430000000000001
2024,1,47.597222,-122.319722,15.730000000000002
2024,1,47.597222,-122.319722,15.07
2024,1,47.597222,-122.319722,26.84
2024,1,47.597222,-122.319722,21.560000000000002
2024,1,47.597222,-122.319722,26.62
2024,1,47.597222,-122.319722,29.150000000000002
2024,1,47.597222,-122.319722,30.250000000000004
2024,1,47.597222,-122.319722,30.470000000000002
2024,1,47.597222,-122.319722,24.200000000000003
2024,1,47.597222,-122.319722,26.510000000000005
2024,1,47.597222,-122.319722,21.560000000000002
2024,1,47.597222,-122.319722,22.44
2024,1,47.597222,-122.319722,24.200000000000003
2024,1,47.597222,-122.319722,23.32
2024,1,47.597222,-122.319722,18.700000000000003
2024,1,47.597222,-122.319722,11.66
2024,1,47.597222,-122.319722,9.57
2024,1,47.597222,-122.319722,6.71
2024,1,47.597222,-122.319722,8.030000000000001
2024,1,47.597222,-122.319722,9.790000000000001
2024,1,47.597222,-122.319722,13.090000000000002
2024,1,47.597222,-122.319722,21.34
2024,1,47.597222,-122.319722,25.630000000000003
2024,1,47.597222,-122.319722,34.870000000000005
2024,1,47.597222,-122.319722,24.860000000000003
2024,1,47.597222,-122.319722,21.89
2024,1,47.597222,-122.319722,20.57
2024,1,47.597222,-122.319722,20.900000000000002
2024,1,47.597222,-122.319722,18.810000000000002
2024,1,47.597222,-122.319722,18.700000000000003
2024,1,47.597222,-122.319722,22.990000000000002
2024,1,47.597222,-122.319722,24.970000000000002
2024,1,47.597222,-122.319722,20.35
2024,1,47.597222,-122.319722,15.180000000000001
2024,1,47.597222,-122.319722,11.880000000000003
2024,1,47.597222,-122.319722,11.880000000000003
2024,1,47.597222,-122.319722,11.330000000000002
2024,1,47.597222,-122.319722,11.110000000000001
2024,1,47.597222,-122.319722,10.89
2024,1,47.597222,-122.319722,12.540000000000001
2024,1,47.597222,-122.319722,18.810000000000002
2024,1,47.597222,-122.319722,11.440000000000001
2024,1,47.597222,-122.319722,8.8
2024,1,47.597222,-122.319722,10.89
2024,1,47.597222,-122.319722,20.680000000000003
2024,1,47.597222,-122.319722,10.780000000000001
2024,1,47.597222,-122.319722,9.57
2024,1,47.597222,-122.319722,13.640000000000002
2024,1,47.597222,-122.319722,15.07
2024,1,47.597222,-122.319722,9.680000000000001
2024,1,47.597222,-122.319722,13.750000000000002
2024,1,47.597222,-122.319722,9.13
2024,1,47.597222,-122.319722,6.930000000000001
2024,1,47.597222,-122.319722,9.02
2024,1,47.597222,-122.319722,9.9
2024,1,47.597222,-122.319722,12.21
2024,1,47.597222,-122.319722,10.67
2024,1,47.597222,-122.319722,13.200000000000001
2024,1,47.597222,-122.319722,7.8100000000000005
2024,1,47.597222,-122.319722,14.96
2024,1,47.597222,-122.319722,33.11000000000001
2024,1,47.597222,-122.319722,33.11000000000001
2024,1,47.597222,-122.319722,35.75
2024,1,47.597222,-122.319722,33.0
2024,1,47.597222,-122.319722,33.99
2024,1,47.597222,-122.319722,27.39
2024,1,47.597222,-122.319722,20.900000000000002
2024,1,47.597222,-122.319722,27.610000000000003
2024,1,47.597222,-122.319722,28.380000000000003
2024,1,47.597222,-122.319722,29.260000000000005
2024,1,47.597222,-122.319722,17.6
2024,1,47.597222,-122.319722,15.620000000000001
2024,1,47.597222,-122.319722,24.200000000000003
2024,1,47.597222,-122.319722,13.31
2024,1,47.597222,-122.319722,10.01
2024,1,47.597222,-122.319722,12.430000000000001
2024,1,47.597222,-122.319722,10.340000000000002
2024,1,47.597222,-122.319722,15.620000000000001
2024,1,47.597222,-122.319722,21.78
2024,1,47.597222,-122.319722,26.730000000000004
2024,1,47.597222,-122.319722,15.620000000000001
2024,1,47.597222,-122.319722,13.31
2024,1,47.597222,-122.319722,13.750000000000002
2024,1,47.597222,-122.319722,16.94
2024,1,47.597222,-122.319722,19.360000000000003
2024,1,47.597222,-122.319722,17.05
2024,1,47.597222,-122.319722,10.450000000000001
2024,1,47.597222,-122.319722,9.46
2024,1,47.597222,-122.319722,4.51
2024,1,47.597222,-122.319722,7.590000000000001
2024,1,47.597222,-122.319722,11.55
2024,1,47.597222,-122.319722,11.110000000000001
2024,1,47.597222,-122.319722,12.76
2024,1,47.597222,-122.319722,13.530000000000001
2024,1,47.597222,-122.319722,11.0
2024,1,47.597222,-122.319722,13.530000000000001
2024,1,47.597222,-122.319722,12.21
2024,1,47.597222,-122.319722,15.950000000000001
2024,1,47.597222,-122.319722,11.330000000000002
2024,1,47.597222,-122.319722,10.450000000000001
2024,1,47.597222,-122.319722,9.680000000000001
2024,1,47.597222,-122.319722,8.47
2024,1,47.597222,-122.319722,16.72
2024,1,47.597222,-122.319722,19.910000000000004
2024,1,47.597222,-122.319722,16.060000000000002
2024,1,47.597222,-122.319722,17.380000000000003
2024,1,47.597222,-122.319722,9.9
2024,1,47.597222,-122.319722,7.26
2024,1,47.597222,-122.319722,4.73
2024,1,47.597222,-122.319722,8.14
2024,1,47.597222,-122.319722,7.040000000000001
2024,1,47.597222,-122.319722,9.680000000000001
2024,1,47.597222,-122.319722,12.980000000000002
2024,1,47.597222,-122.319722,16.94
2024,1,47.597222,-122.319722,17.710000000000004
2024,1,47.597222,-122.319722,15.400000000000002
2024,1,47.597222,-122.319722,14.850000000000001
2024,1,47.597222,-122.319722,16.5
2024,1,47.597222,-122.319722,16.830000000000002
2024,1,47.597222,-122.319722,15.180000000000001
2024,1,47.597222,-122.319722,14.850000000000001
2024,1,47.597222,-122.319722,15.400000000000002
2024,1,47.597222,-122.319722,17.16
2024,1,47.597222,-122.319722,17.490000000000002
2024,1,47.597222,-122.319722,13.97
2024,1,47.597222,-122.319722,11.330000000000002
2024,1,47.597222,-122.319722,18.700000000000003
2024,1,47.597222,-122.319722,19.8
2024,1,47.597222,-122.319722,11.22
2024,1,47.597222,-122.319722,10.67
2024,1,47.597222,-122.319722,11.990000000000002
2024,1,47.597222,-122.319722,10.89
2024,1,47.597222,-122.319722,11.77
2024,1,47.597222,-122.319722,10.340000000000002
2024,1,47.597222,-122.319722,6.2700000000000005
